Date,Consumption
2006-04-18,1349.5629999999999
2006-04-19,1368.4560000000001
2006-04-20,1362.217
2006-04-21,1333.266
2006-04-22,1152.943
2006-04-23,1042.414
2006-04-24,1345.851
2006-04-25,1359.806
2006-04-26,1374.3220000000001
2006-04-27,1384.681
2006-04-28,1362.57
2006-04-29,1167.24
2006-04-30,1026.3519999999999
2006-05-01,986.698
2006-05-02,1329.8210000000001
2006-05-03,1348.1879999999999
2006-05-04,1348.3429999999998
2006-05-05,1330.52
2006-05-06,1115.442
2006-05-07,998.308
2006-05-08,1321.7820000000002
2006-05-09,1353.229
2006-05-10,1351.4
2006-05-11,1337.5020000000002
2006-05-12,1320.006
2006-05-13,1123.9260000000002
2006-05-14,1010.284
2006-05-15,1317.849
2006-05-16,1360.65
2006-05-17,1346.098
2006-05-18,1365.406
2006-05-19,1348.465
2006-05-20,1175.2730000000001
2006-05-21,1050.17
2006-05-22,1358.082
2006-05-23,1374.495
2006-05-24,1339.565
2006-05-25,1053.351
2006-05-26,1213.465
2006-05-27,1108.266
2006-05-28,1065.343
2006-05-29,1349.247
2006-05-30,1376.7939999999999
2006-05-31,1380.175
2006-06-01,1367.751
2006-06-02,1323.231
2006-06-03,1100.889
2006-06-04,955.373
2006-06-05,975.632
2006-06-06,1306.362
2006-06-07,1325.818
2006-06-08,1328.546
2006-06-09,1311.7839999999999
2006-06-10,1114.527
2006-06-11,1004.8530000000001
2006-06-12,1329.5910000000001
2006-06-13,1356.201
2006-06-14,1352.0120000000002
2006-06-15,1140.329
2006-06-16,1254.954
2006-06-17,1103.62
2006-06-18,1007.067
2006-06-19,1351.989
2006-06-20,1369.855
2006-06-21,1372.489
2006-06-22,1360.594
2006-06-23,1316.964
2006-06-24,1114.386
2006-06-25,1028.869
2006-06-26,1345.379
2006-06-27,1352.6029999999998
2006-06-28,1340.0420000000001
2006-06-29,1343.6370000000002
2006-06-30,1298.103
2006-07-01,1106.618
2006-07-02,997.8960000000001
2006-07-03,1327.1429999999998
2006-07-04,1356.526
2006-07-05,1377.781
2006-07-06,1377.99
2006-07-07,1360.0610000000001
2006-07-08,1138.65
2006-07-09,1018.423
2006-07-10,1335.241
2006-07-11,1360.2079999999999
2006-07-12,1358.226
2006-07-13,1361.493
2006-07-14,1324.4589999999998
2006-07-15,1093.701
2006-07-16,993.289
2006-07-17,1305.246
2006-07-18,1333.029
2006-07-19,1342.7079999999999
2006-07-20,1351.8229999999999
2006-07-21,1333.344
2006-07-22,1136.7
2006-07-23,1025.4080000000001
2006-07-24,1330.557
2006-07-25,1349.825
2006-07-26,1356.6889999999999
2006-07-27,1348.649
2006-07-28,1327.514
2006-07-29,1122.14
2006-07-30,1010.922
2006-07-31,1289.9260000000002
2006-08-01,1303.048
2006-08-02,1291.219
2006-08-03,1284.089
2006-08-04,1262.645
2006-08-05,1087.245
2006-08-06,994.466
2006-08-07,1268.803
2006-08-08,1286.839
2006-08-09,1285.66
2006-08-10,1294.077
2006-08-11,1274.989
2006-08-12,1088.7089999999998
2006-08-13,985.959
2006-08-14,1266.844
2006-08-15,1282.22
2006-08-16,1292.058
2006-08-17,1298.837
2006-08-18,1290.869
2006-08-19,1095.066
2006-08-20,1023.166
2006-08-21,1320.274
2006-08-22,1341.316
2006-08-23,1325.545
2006-08-24,1330.924
2006-08-25,1323.755
2006-08-26,1126.495
2006-08-27,1032.319
2006-08-28,1344.455
2006-08-29,1353.885
2006-08-30,1373.3129999999999
2006-08-31,1347.763
2006-09-01,1339.4679999999998
2006-09-02,1138.742
2006-09-03,1093.767
2006-09-04,1400.634
2006-09-05,1398.368
2006-09-06,1394.28
2006-09-07,1403.4
2006-09-08,1365.0610000000001
2006-09-09,1135.5739999999998
2006-09-10,1047.285
2006-09-11,1379.243
2006-09-12,1396.3029999999999
2006-09-13,1398.3210000000001
2006-09-14,1400.0870000000002
2006-09-15,1397.504
2006-09-16,1188.876
2006-09-17,1064.353
2006-09-18,1390.8629999999998
2006-09-19,1404.479
2006-09-20,1386.332
2006-09-21,1385.8029999999999
2006-09-22,1380.783
2006-09-23,1175.308
2006-09-24,1069.175
2006-09-25,1401.1
2006-09-26,1424.3039999999999
2006-09-27,1417.328
2006-09-28,1401.731
2006-09-29,1383.4579999999999
2006-09-30,1173.1680000000001
2006-10-01,1058.268
2006-10-02,1286.932
2006-10-03,1116.572
2006-10-04,1375.636
2006-10-05,1397.4589999999998
2006-10-06,1428.592
2006-10-07,1227.91
2006-10-08,1097.087
2006-10-09,1406.128
2006-10-10,1433.588
2006-10-11,1429.996
2006-10-12,1432.5120000000002
2006-10-13,1426.507
2006-10-14,1203.526
2006-10-15,1089.685
2006-10-16,1415.474
2006-10-17,1445.882
2006-10-18,1448.511
2006-10-19,1451.6470000000002
2006-10-20,1434.6660000000002
2006-10-21,1232.339
2006-10-22,1116.473
2006-10-23,1461.8029999999999
2006-10-24,1504.192
2006-10-25,1468.365
2006-10-26,1482.747
2006-10-27,1476.2720000000002
2006-10-28,1242.024
2006-10-29,1173.761
2006-10-30,1413.066
2006-10-31,1460.399
2006-11-01,1352.658
2006-11-02,1479.0710000000001
2006-11-03,1479.9
2006-11-04,1297.9589999999998
2006-11-05,1242.0639999999999
2006-11-06,1521.545
2006-11-07,1506.6689999999999
2006-11-08,1518.364
2006-11-09,1557.411
2006-11-10,1484.26
2006-11-11,1327.664
2006-11-12,1226.642
2006-11-13,1533.5539999999999
2006-11-14,1523.361
2006-11-15,1504.3010000000002
2006-11-16,1490.779
2006-11-17,1478.095
2006-11-18,1270.72
2006-11-19,1168.114
2006-11-20,1509.7120000000002
2006-11-21,1521.7779999999998
2006-11-22,1512.51
2006-11-23,1552.0439999999999
2006-11-24,1494.088
2006-11-25,1304.453
2006-11-26,1155.5410000000002
2006-11-27,1486.9589999999998
2006-11-28,1520.421
2006-11-29,1532.7620000000002
2006-11-30,1531.525
2006-12-01,1518.1979999999999
2006-12-02,1332.8120000000001
2006-12-03,1214.524
2006-12-04,1548.124
2006-12-05,1569.48
2006-12-06,1545.3
2006-12-07,1566.124
2006-12-08,1549.681
2006-12-09,1305.8410000000001
2006-12-10,1194.85
2006-12-11,1578.983
2006-12-12,1561.264
2006-12-13,1590.009
2006-12-14,1593.6129999999998
2006-12-15,1543.0729999999999
2006-12-16,1349.181
2006-12-17,1220.188
2006-12-18,1514.852
2006-12-19,1525.6670000000001
2006-12-20,1527.5929999999998
2006-12-21,1475.71
2006-12-22,1391.579
2006-12-23,1235.688
2006-12-24,1099.201
2006-12-25,1072.746
2006-12-26,1075.922
2006-12-27,1284.6760000000002
2006-12-28,1314.6029999999998
2006-12-29,1274.646
2006-12-30,1237.751
2006-12-31,1144.3980000000001
2007-01-01,1128.843
2007-01-02,1416.6689999999999
2007-01-03,1471.586
2007-01-04,1514.8229999999999
2007-01-05,1484.168
2007-01-06,1249.663
2007-01-07,1173.687
2007-01-08,1510.013
2007-01-09,1554.889
2007-01-10,1556.122
2007-01-11,1596.639
2007-01-12,1567.453
2007-01-13,1350.886
2007-01-14,1250.781
2007-01-15,1518.88
2007-01-16,1550.7920000000001
2007-01-17,1564.22
2007-01-18,1544.3239999999998
2007-01-19,1533.3470000000002
2007-01-20,1344.0020000000002
2007-01-21,1257.521
2007-01-22,1544.182
2007-01-23,1550.71
2007-01-24,1582.5379999999998
2007-01-25,1580.233
2007-01-26,1632.5870000000002
2007-01-27,1392.674
2007-01-28,1321.527
2007-01-29,1564.3829999999998
2007-01-30,1572.655
2007-01-31,1598.0020000000002
2007-02-01,1531.493
2007-02-02,1523.781
2007-02-03,1335.646
2007-02-04,1204.853
2007-02-05,1484.894
2007-02-06,1545.558
2007-02-07,1572.704
2007-02-08,1571.158
2007-02-09,1549.471
2007-02-10,1361.316
2007-02-11,1215.285
2007-02-12,1464.08
2007-02-13,1526.139
2007-02-14,1529.17
2007-02-15,1512.0
2007-02-16,1485.307
2007-02-17,1302.74
2007-02-18,1180.318
2007-02-19,1375.764
2007-02-20,1451.475
2007-02-21,1502.4389999999999
2007-02-22,1484.769
2007-02-23,1478.8029999999999
2007-02-24,1320.029
2007-02-25,1190.847
2007-02-26,1449.965
2007-02-27,1510.069
2007-02-28,1505.489
2007-03-01,1524.8129999999999
2007-03-02,1508.97
2007-03-03,1278.173
2007-03-04,1138.079
2007-03-05,1487.3329999999999
2007-03-06,1500.467
2007-03-07,1479.223
2007-03-08,1468.3570000000002
2007-03-09,1453.935
2007-03-10,1256.174
2007-03-11,1128.501
2007-03-12,1413.07
2007-03-13,1438.8770000000002
2007-03-14,1439.504
2007-03-15,1436.134
2007-03-16,1443.656
2007-03-17,1322.749
2007-03-18,1245.265
2007-03-19,1489.795
2007-03-20,1486.9520000000002
2007-03-21,1510.379
2007-03-22,1542.109
2007-03-23,1517.529
2007-03-24,1335.889
2007-03-25,1157.512
2007-03-26,1439.055
2007-03-27,1442.0510000000002
2007-03-28,1442.523
2007-03-29,1453.749
2007-03-30,1414.9879999999998
2007-03-31,1232.395
2007-04-01,1116.685
2007-04-02,1394.731
2007-04-03,1447.29
2007-04-04,1434.455
2007-04-05,1438.047
2007-04-06,1108.93
2007-04-07,1119.298
2007-04-08,1005.062
2007-04-09,1051.4089999999999
2007-04-10,1392.855
2007-04-11,1406.476
2007-04-12,1390.119
2007-04-13,1374.983
2007-04-14,1172.18
2007-04-15,1046.702
2007-04-16,1363.121
2007-04-17,1385.315
2007-04-18,1410.451
2007-04-19,1428.751
2007-04-20,1391.9489999999998
2007-04-21,1164.153
2007-04-22,1043.998
2007-04-23,1367.1670000000001
2007-04-24,1392.646
2007-04-25,1389.0220000000002
2007-04-26,1381.741
2007-04-27,1362.963
2007-04-28,1165.491
2007-04-29,1036.271
2007-04-30,1221.734
2007-05-01,981.179
2007-05-02,1323.94
2007-05-03,1374.726
2007-05-04,1363.181
2007-05-05,1157.579
2007-05-06,1033.405
2007-05-07,1389.396
2007-05-08,1422.031
2007-05-09,1434.624
2007-05-10,1413.384
2007-05-11,1414.225
2007-05-12,1183.749
2007-05-13,1058.64
2007-05-14,1393.619
2007-05-15,1394.495
2007-05-16,1380.842
2007-05-17,1086.609
2007-05-18,1210.026
2007-05-19,1105.205
2007-05-20,1020.5319999999999
2007-05-21,1365.723
2007-05-22,1387.172
2007-05-23,1374.524
2007-05-24,1381.45
2007-05-25,1375.075
2007-05-26,1143.336
2007-05-27,972.9739999999999
2007-05-28,1010.2560000000001
2007-05-29,1368.066
2007-05-30,1356.556
2007-05-31,1351.997
2007-06-01,1349.473
2007-06-02,1149.59
2007-06-03,1029.239
2007-06-04,1352.52
2007-06-05,1368.8020000000001
2007-06-06,1364.531
2007-06-07,1163.954
2007-06-08,1291.5839999999998
2007-06-09,1145.432
2007-06-10,1043.243
2007-06-11,1382.614
2007-06-12,1402.8220000000001
2007-06-13,1392.685
2007-06-14,1394.0729999999999
2007-06-15,1393.974
2007-06-16,1166.588
2007-06-17,1044.366
2007-06-18,1380.744
2007-06-19,1395.691
2007-06-20,1416.318
2007-06-21,1405.108
2007-06-22,1367.783
2007-06-23,1147.464
2007-06-24,1038.627
2007-06-25,1377.469
2007-06-26,1416.017
2007-06-27,1439.9
2007-06-28,1380.981
2007-06-29,1361.396
2007-06-30,1161.874
2007-07-01,1045.5839999999998
2007-07-02,1369.471
2007-07-03,1375.39
2007-07-04,1366.085
2007-07-05,1386.8220000000001
2007-07-06,1387.832
2007-07-07,1183.6960000000001
2007-07-08,1037.251
2007-07-09,1346.085
2007-07-10,1347.019
2007-07-11,1365.205
2007-07-12,1366.8470000000002
2007-07-13,1346.501
2007-07-14,1143.953
2007-07-15,1037.757
2007-07-16,1360.83
2007-07-17,1374.629
2007-07-18,1372.019
2007-07-19,1370.079
2007-07-20,1356.9289999999999
2007-07-21,1146.038
2007-07-22,1033.964
2007-07-23,1335.654
2007-07-24,1383.808
2007-07-25,1358.899
2007-07-26,1343.761
2007-07-27,1341.888
2007-07-28,1134.28
2007-07-29,1035.021
2007-07-30,1338.61
2007-07-31,1323.255
2007-08-01,1313.296
2007-08-02,1355.736
2007-08-03,1277.31
2007-08-04,1101.3419999999999
2007-08-05,1039.507
2007-08-06,1341.3970000000002
2007-08-07,1395.2379999999998
2007-08-08,1371.9979999999998
2007-08-09,1344.0379999999998
2007-08-10,1328.2479999999998
2007-08-11,1104.2160000000001
2007-08-12,997.3760000000001
2007-08-13,1300.651
2007-08-14,1346.987
2007-08-15,1348.5520000000001
2007-08-16,1308.9360000000001
2007-08-17,1281.5839999999998
2007-08-18,1127.393
2007-08-19,1025.3
2007-08-20,1373.4029999999998
2007-08-21,1393.059
2007-08-22,1411.963
2007-08-23,1406.4779999999998
2007-08-24,1360.4289999999999
2007-08-25,1138.67
2007-08-26,1025.367
2007-08-27,1364.066
2007-08-28,1390.286
2007-08-29,1422.8120000000001
2007-08-30,1421.014
2007-08-31,1404.533
2007-09-01,1193.5439999999999
2007-09-02,1099.489
2007-09-03,1424.461
2007-09-04,1411.2920000000001
2007-09-05,1407.592
2007-09-06,1430.7839999999999
2007-09-07,1429.646
2007-09-08,1246.981
2007-09-09,1130.733
2007-09-10,1443.7079999999999
2007-09-11,1439.069
2007-09-12,1431.079
2007-09-13,1411.745
2007-09-14,1411.93
2007-09-15,1235.884
2007-09-16,1092.305
2007-09-17,1425.4879999999998
2007-09-18,1461.307
2007-09-19,1443.422
2007-09-20,1438.2820000000002
2007-09-21,1417.4389999999999
2007-09-22,1209.763
2007-09-23,1103.904
2007-09-24,1430.922
2007-09-25,1455.46
2007-09-26,1452.04
2007-09-27,1501.586
2007-09-28,1465.401
2007-09-29,1260.661
2007-09-30,1129.808
2007-10-01,1418.342
2007-10-02,1445.997
2007-10-03,1158.327
2007-10-04,1428.652
2007-10-05,1414.1070000000002
2007-10-06,1214.732
2007-10-07,1106.1989999999998
2007-10-08,1439.71
2007-10-09,1470.859
2007-10-10,1466.585
2007-10-11,1470.398
2007-10-12,1499.287
2007-10-13,1228.714
2007-10-14,1117.732
2007-10-15,1449.2679999999998
2007-10-16,1472.721
2007-10-17,1497.805
2007-10-18,1507.164
2007-10-19,1501.243
2007-10-20,1279.587
2007-10-21,1190.55
2007-10-22,1506.371
2007-10-23,1538.694
2007-10-24,1540.721
2007-10-25,1522.027
2007-10-26,1506.3120000000001
2007-10-27,1296.302
2007-10-28,1185.017
2007-10-29,1506.281
2007-10-30,1514.6270000000002
2007-10-31,1472.3310000000001
2007-11-01,1300.805
2007-11-02,1408.2089999999998
2007-11-03,1287.15
2007-11-04,1186.636
2007-11-05,1494.4520000000002
2007-11-06,1591.535
2007-11-07,1644.8729999999998
2007-11-08,1580.649
2007-11-09,1610.09
2007-11-10,1373.29
2007-11-11,1238.464
2007-11-12,1553.3670000000002
2007-11-13,1561.059
2007-11-14,1556.7079999999999
2007-11-15,1539.7160000000001
2007-11-16,1544.6129999999998
2007-11-17,1349.997
2007-11-18,1224.475
2007-11-19,1558.245
2007-11-20,1573.769
2007-11-21,1552.344
2007-11-22,1548.079
2007-11-23,1532.874
2007-11-24,1351.308
2007-11-25,1294.132
2007-11-26,1599.7720000000002
2007-11-27,1595.457
2007-11-28,1587.481
2007-11-29,1610.842
2007-11-30,1586.737
2007-12-01,1385.024
2007-12-02,1299.624
2007-12-03,1617.7839999999999
2007-12-04,1593.1229999999998
2007-12-05,1591.5520000000001
2007-12-06,1587.45
2007-12-07,1615.0
2007-12-08,1380.693
2007-12-09,1246.85
2007-12-10,1545.319
2007-12-11,1571.0929999999998
2007-12-12,1574.249
2007-12-13,1556.444
2007-12-14,1546.376
2007-12-15,1340.326
2007-12-16,1247.58
2007-12-17,1543.455
2007-12-18,1564.0520000000001
2007-12-19,1557.2089999999998
2007-12-20,1531.29
2007-12-21,1457.683
2007-12-22,1305.698
2007-12-23,1226.681
2007-12-24,1168.744
2007-12-25,1112.363
2007-12-26,1120.251
2007-12-27,1287.245
2007-12-28,1308.594
2007-12-29,1256.51
2007-12-30,1142.201
2007-12-31,1145.5819999999999
2008-01-01,1083.424
2008-01-02,1396.483
2008-01-03,1523.4270000000001
2008-01-04,1512.4289999999999
2008-01-05,1355.8429999999998
2008-01-06,1209.011
2008-01-07,1542.984
2008-01-08,1565.4470000000001
2008-01-09,1561.7679999999998
2008-01-10,1571.9589999999998
2008-01-11,1551.756
2008-01-12,1355.192
2008-01-13,1225.854
2008-01-14,1556.149
2008-01-15,1596.221
2008-01-16,1575.6629999999998
2008-01-17,1548.4720000000002
2008-01-18,1549.215
2008-01-19,1352.255
2008-01-20,1224.458
2008-01-21,1552.516
2008-01-22,1565.0220000000002
2008-01-23,1557.6429999999998
2008-01-24,1568.3729999999998
2008-01-25,1599.434
2008-01-26,1409.606
2008-01-27,1272.86
2008-01-28,1516.204
2008-01-29,1531.764
2008-01-30,1556.646
2008-01-31,1593.5
2008-02-01,1604.691
2008-02-02,1355.376
2008-02-03,1223.609
2008-02-04,1481.154
2008-02-05,1536.1429999999998
2008-02-06,1572.79
2008-02-07,1566.609
2008-02-08,1503.415
2008-02-09,1293.027
2008-02-10,1179.2
2008-02-11,1492.0479999999998
2008-02-12,1523.91
2008-02-13,1542.293
2008-02-14,1556.974
2008-02-15,1538.604
2008-02-16,1326.761
2008-02-17,1229.443
2008-02-18,1560.866
2008-02-19,1554.795
2008-02-20,1551.6029999999998
2008-02-21,1571.934
2008-02-22,1606.299
2008-02-23,1361.0910000000001
2008-02-24,1191.572
2008-02-25,1507.3329999999999
2008-02-26,1557.3020000000001
2008-02-27,1582.078
2008-02-28,1513.1789999999999
2008-02-29,1502.001
2008-03-01,1375.9029999999998
2008-03-02,1265.889
2008-03-03,1519.856
2008-03-04,1545.5079999999998
2008-03-05,1529.23
2008-03-06,1570.612
2008-03-07,1488.568
2008-03-08,1283.302
2008-03-09,1182.81
2008-03-10,1484.846
2008-03-11,1531.191
2008-03-12,1571.014
2008-03-13,1573.4289999999999
2008-03-14,1510.365
2008-03-15,1267.4660000000001
2008-03-16,1165.851
2008-03-17,1508.6
2008-03-18,1512.219
2008-03-19,1502.994
2008-03-20,1492.826
2008-03-21,1228.325
2008-03-22,1208.5810000000001
2008-03-23,1088.27
2008-03-24,1115.513
2008-03-25,1464.3629999999998
2008-03-26,1529.734
2008-03-27,1495.9589999999998
2008-03-28,1460.372
2008-03-29,1281.289
2008-03-30,1167.593
2008-03-31,1435.773
2008-04-01,1468.0379999999998
2008-04-02,1488.001
2008-04-03,1491.993
2008-04-04,1465.8970000000002
2008-04-05,1271.197
2008-04-06,1156.181
2008-04-07,1471.491
2008-04-08,1472.065
2008-04-09,1476.398
2008-04-10,1478.682
2008-04-11,1454.682
2008-04-12,1229.588
2008-04-13,1119.972
2008-04-14,1456.9129999999998
2008-04-15,1482.648
2008-04-16,1467.9579999999999
2008-04-17,1458.33
2008-04-18,1435.3670000000002
2008-04-19,1259.607
2008-04-20,1110.038
2008-04-21,1457.043
2008-04-22,1484.8339999999998
2008-04-23,1420.243
2008-04-24,1416.933
2008-04-25,1401.4720000000002
2008-04-26,1183.262
2008-04-27,1065.066
2008-04-28,1409.408
2008-04-29,1419.4920000000002
2008-04-30,1374.4979999999998
2008-05-01,1026.167
2008-05-02,1201.579
2008-05-03,1109.653
2008-05-04,1031.472
2008-05-05,1357.382
2008-05-06,1382.96
2008-05-07,1379.221
2008-05-08,1370.6429999999998
2008-05-09,1344.0
2008-05-10,1120.047
2008-05-11,957.0260000000001
2008-05-12,989.434
2008-05-13,1332.15
2008-05-14,1368.785
2008-05-15,1380.475
2008-05-16,1367.001
2008-05-17,1184.424
2008-05-18,1062.978
2008-05-19,1363.6070000000002
2008-05-20,1370.487
2008-05-21,1370.915
2008-05-22,1163.613
2008-05-23,1258.231
2008-05-24,1128.052
2008-05-25,1050.947
2008-05-26,1381.911
2008-05-27,1398.6670000000001
2008-05-28,1429.2839999999999
2008-05-29,1409.855
2008-05-30,1399.015
2008-05-31,1190.04
2008-06-01,1060.393
2008-06-02,1379.592
2008-06-03,1389.905
2008-06-04,1397.524
2008-06-05,1393.859
2008-06-06,1357.035
2008-06-07,1165.5
2008-06-08,1045.6
2008-06-09,1355.783
2008-06-10,1380.759
2008-06-11,1371.815
2008-06-12,1368.108
2008-06-13,1346.021
2008-06-14,1133.244
2008-06-15,1035.383
2008-06-16,1343.318
2008-06-17,1368.6229999999998
2008-06-18,1373.078
2008-06-19,1371.182
2008-06-20,1340.465
2008-06-21,1139.9089999999999
2008-06-22,1060.2160000000001
2008-06-23,1380.828
2008-06-24,1368.77
2008-06-25,1383.384
2008-06-26,1373.5510000000002
2008-06-27,1372.4620000000002
2008-06-28,1163.012
2008-06-29,1038.172
2008-06-30,1346.422
2008-07-01,1380.2879999999998
2008-07-02,1397.098
2008-07-03,1404.763
2008-07-04,1355.638
2008-07-05,1129.876
2008-07-06,1041.7089999999998
2008-07-07,1338.1989999999998
2008-07-08,1370.67
2008-07-09,1369.517
2008-07-10,1369.54
2008-07-11,1352.139
2008-07-12,1146.634
2008-07-13,1029.243
2008-07-14,1324.471
2008-07-15,1345.819
2008-07-16,1359.372
2008-07-17,1362.253
2008-07-18,1333.615
2008-07-19,1119.765
2008-07-20,1031.0739999999998
2008-07-21,1334.297
2008-07-22,1334.4089999999999
2008-07-23,1326.747
2008-07-24,1324.874
2008-07-25,1314.2279999999998
2008-07-26,1142.5739999999998
2008-07-27,1039.3210000000001
2008-07-28,1330.953
2008-07-29,1359.079
2008-07-30,1350.4389999999999
2008-07-31,1350.253
2008-08-01,1328.425
2008-08-02,1117.795
2008-08-03,1046.4080000000001
2008-08-04,1349.001
2008-08-05,1344.579
2008-08-06,1334.72
2008-08-07,1359.001
2008-08-08,1327.8020000000001
2008-08-09,1132.256
2008-08-10,1047.261
2008-08-11,1340.211
2008-08-12,1385.901
2008-08-13,1375.108
2008-08-14,1359.224
2008-08-15,1307.532
2008-08-16,1126.097
2008-08-17,1031.6
2008-08-18,1337.886
2008-08-19,1373.632
2008-08-20,1371.9189999999999
2008-08-21,1360.0720000000001
2008-08-22,1352.729
2008-08-23,1152.011
2008-08-24,1043.285
2008-08-25,1346.973
2008-08-26,1372.02
2008-08-27,1378.079
2008-08-28,1397.4579999999999
2008-08-29,1376.338
2008-08-30,1133.253
2008-08-31,1040.452
2008-09-01,1386.4189999999999
2008-09-02,1399.869
2008-09-03,1409.421
2008-09-04,1405.844
2008-09-05,1369.44
2008-09-06,1177.626
2008-09-07,1073.2730000000001
2008-09-08,1368.8829999999998
2008-09-09,1385.615
2008-09-10,1416.681
2008-09-11,1406.622
2008-09-12,1409.787
2008-09-13,1177.786
2008-09-14,1055.011
2008-09-15,1395.105
2008-09-16,1426.671
2008-09-17,1429.348
2008-09-18,1425.22
2008-09-19,1396.5620000000001
2008-09-20,1182.6589999999999
2008-09-21,1098.646
2008-09-22,1432.421
2008-09-23,1471.0720000000001
2008-09-24,1451.046
2008-09-25,1455.36
2008-09-26,1404.2
2008-09-27,1182.677
2008-09-28,1092.82
2008-09-29,1415.974
2008-09-30,1486.405
2008-10-01,1519.184
2008-10-02,1475.4560000000001
2008-10-03,1145.489
2008-10-04,1166.78
2008-10-05,1170.868
2008-10-06,1425.122
2008-10-07,1441.1270000000002
2008-10-08,1438.879
2008-10-09,1440.8929999999998
2008-10-10,1414.967
2008-10-11,1217.037
2008-10-12,1105.859
2008-10-13,1426.102
2008-10-14,1453.235
2008-10-15,1472.339
2008-10-16,1503.075
2008-10-17,1467.77
2008-10-18,1228.575
2008-10-19,1146.579
2008-10-20,1446.0639999999999
2008-10-21,1494.9470000000001
2008-10-22,1491.1660000000002
2008-10-23,1479.125
2008-10-24,1457.668
2008-10-25,1232.862
2008-10-26,1188.0910000000001
2008-10-27,1471.108
2008-10-28,1502.589
2008-10-29,1501.806
2008-10-30,1501.9289999999999
2008-10-31,1408.747
2008-11-01,1181.1480000000001
2008-11-02,1126.57
2008-11-03,1438.2220000000002
2008-11-04,1460.009
2008-11-05,1470.287
2008-11-06,1473.1270000000002
2008-11-07,1448.5279999999998
2008-11-08,1244.1680000000001
2008-11-09,1183.714
2008-11-10,1519.7420000000002
2008-11-11,1521.1029999999998
2008-11-12,1503.844
2008-11-13,1489.027
2008-11-14,1485.6660000000002
2008-11-15,1286.46
2008-11-16,1202.267
2008-11-17,1466.185
2008-11-18,1533.402
2008-11-19,1557.775
2008-11-20,1587.9
2008-11-21,1495.77
2008-11-22,1306.652
2008-11-23,1211.173
2008-11-24,1499.246
2008-11-25,1532.641
2008-11-26,1553.878
2008-11-27,1545.3970000000002
2008-11-28,1484.277
2008-11-29,1268.9669999999999
2008-11-30,1178.042
2008-12-01,1491.789
2008-12-02,1538.111
2008-12-03,1541.102
2008-12-04,1535.108
2008-12-05,1474.0
2008-12-06,1254.08
2008-12-07,1167.657
2008-12-08,1486.874
2008-12-09,1517.789
2008-12-10,1513.4979999999998
2008-12-11,1512.489
2008-12-12,1469.565
